EmployeeID,Department,JobRole,Age,Gender,Education,MaritalStatus,YearsExperience,YearsAtCompany,MonthlySalary,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,PromotionLast5Years,TrainingTimesLastYear,Attrition,TenureBucket,Attrition_Flag,OverTime_Flag
EMP00250,Marketing,Marketing Manager,26.0,Female,Bachelor's,Divorced,2,1,55478.22,13.1,No,2.0,3.0,2,1,3,No,0-1 yrs,0,0
EMP00976,Sales,Sales Manager,44.0,Male,Bachelor's,Married,17,1,80229.44,0.1,No,2.0,1.0,4,0,3,Yes,0-1 yrs,1,0
EMP01336,Hr,HR Manager,51.0,Female,Bachelor's,Divorced,31,8,111889.62,0.9,No,4.0,3.0,3,0,4,No,7-10 yrs,0,0
EMP00100,Engineering,Engineering Manager,30.0,Male,Bachelor's,Divorced,8,1,92222.77,18.9,No,1.0,4.0,4,0,5,Yes,0-1 yrs,1,0
EMP01343,Sales,Sales Manager,33.0,Female,High School,Divorced,11,2,67842.6,42.9,No,3.0,1.0,3,1,0,No,2-3 yrs,0,0
EMP00295,Engineering,Software Engineer,21.0,Male,Bachelor's,Married,0,0,75037.85,1.3,No,4.0,4.0,3,1,4,Yes,0-1 yrs,1,0
EMP00499,Marketing,Marketing Manager,41.0,Male,PhD,Divorced,16,4,110974.3,2.9,No,2.0,2.0,4,0,0,Yes,4-6 yrs,1,0
EMP00224,Sales,Account Manager,52.0,Male,Bachelor's,Married,34,5,120829.35,13.4,No,3.0,2.0,3,0,2,Yes,4-6 yrs,1,0
EMP00155,Sales,Sales Manager,36.0,Female,Master's,Divorced,9,2,84102.17,11.1,No,2.0,3.0,4,0,5,Yes,2-3 yrs,1,0
EMP01432,Engineering,Software Engineer,22.0,Male,PhD,Married,1,0,96029.58,19.3,No,2.0,3.0,4,0,1,No,0-1 yrs,0,0
EMP00611,Finance,Accountant,26.0,Female,Bachelor's,Married,0,0,59254.74,17.0,No,2.0,1.0,3,1,3,No,0-1 yrs,0,0
EMP01090,Sales,Sales Executive,39.0,Female,Master's,Married,19,6,97773.53,3.5,No,1.0,1.0,2,0,1,No,4-6 yrs,0,0
EMP01276,Sales,Account Manager,25.0,Male,Master's,Divorced,0,0,55370.43,9.2,No,4.0,4.0,4,0,4,No,0-1 yrs,0,0
EMP01208,Support,Support Executive,39.0,Male,Bachelor's,Married,16,0,79327.85,2.6,No,3.0,1.0,3,1,3,No,0-1 yrs,0,0
EMP00944,Sales,Sales Executive,60.0,Female,PhD,Divorced,38,9,148863.57,26.0,No,1.0,1.0,3,0,3,No,7-10 yrs,0,0
EMP01425,Engineering,Senior Engineer,25.0,Female,High School,Married,7,5,81869.76,25.3,No,2.0,4.0,4,1,0,No,4-6 yrs,0,0
EMP01053,Engineering,Software Engineer,35.0,Male,Bachelor's,Married,15,0,98031.96,2.3,Yes,4.0,4.0,2,0,2,No,0-1 yrs,0,1
EMP01480,Engineering,Senior Engineer,30.0,Female,Master's,Married,0,0,82714.53,8.0,No,4.0,2.0,2,1,3,No,0-1 yrs,0,0
EMP00526,Engineering,Senior Engineer,32.0,Female,Bachelor's,Divorced,10,10,96313.5,4.5,Yes,2.0,2.0,1,0,1,No,7-10 yrs,0,1
EMP00168,Engineering,Senior Engineer,35.0,Male,Bachelor's,Married,17,0,94445.3,7.3,Yes,1.0,4.0,3,0,0,Yes,0-1 yrs,1,1
EMP00530,Sales,Sales Executive,28.0,Male,Master's,Divorced,6,6,71609.56,14.7,Yes,1.0,2.0,2,0,3,Yes,4-6 yrs,1,1
EMP00784,Marketing,Content Specialist,31.0,Female,PhD,Divorced,5,0,87314.86,1.1,No,2.0,4.0,3,1,4,No,0-1 yrs,0,0
EMP00549,Finance,Financial Analyst,43.0,Female,Master's,Single,25,3,126819.03,0.3,No,2.0,1.0,4,0,3,No,2-3 yrs,0,0
EMP00024,Support,Support Lead,42.0,Female,Bachelor's,Married,21,5,93887.09,3.1,Yes,4.0,1.0,3,0,5,No,4-6 yrs,0,1
EMP00604,Marketing,Content Specialist,30.0,Male,Bachelor's,Married,9,0,75295.96,9.2,Yes,1.0,4.0,2,0,1,Yes,0-1 yrs,1,1
EMP00200,Sales,Account Manager,26.0,Female,High School,Divorced,8,0,65701.94,6.5,No,2.0,1.0,3,1,3,No,0-1 yrs,0,0
EMP00954,Finance,Financial Analyst,34.0,Female,High School,Single,12,1,82380.69,39.0,No,1.0,4.0,4,1,4,Yes,0-1 yrs,1,0
EMP00246,Finance,Finance Manager,34.0,Female,Master's,Divorced,14,14,100880.74,5.5,No,1.0,4.0,3,0,2,No,10+ yrs,0,0
EMP01034,Support,Support Lead,26.0,Female,Bachelor's,Single,6,3,56674.02,1.5,No,3.0,1.0,2,0,0,No,2-3 yrs,0,0
EMP00895,Engineering,Senior Engineer,33.0,Female,Master's,Divorced,15,6,114871.39,27.1,No,3.0,2.0,4,0,0,No,4-6 yrs,0,0
EMP01381,Support,Support Executive,35.0,Male,Bachelor's,Single,11,4,68334.02,6.6,No,4.0,4.0,4,0,4,No,4-6 yrs,0,0
EMP00144,Sales,Sales Executive,34.0,Female,Bachelor's,Married,10,2,75190.1,12.5,No,2.0,3.0,3,0,3,Yes,2-3 yrs,1,0
EMP01297,Marketing,Marketing Manager,38.0,Female,Bachelor's,Single,13,4,77445.19,19.0,No,3.0,3.0,2,0,2,No,4-6 yrs,0,0
EMP00378,Support,Support Executive,40.0,Male,Bachelor's,Divorced,22,9,89286.52,13.2,No,4.0,4.0,4,0,2,No,7-10 yrs,0,0
EMP00391,Marketing,Marketing Executive,25.0,Male,Bachelor's,Divorced,7,0,62376.28,10.4,No,1.0,3.0,4,0,0,No,0-1 yrs,0,0
EMP00977,Sales,Account Manager,28.0,Female,High School,Single,3,1,49380.95,2.3,Yes,1.0,1.0,3,1,2,Yes,0-1 yrs,1,1
EMP00727,Marketing,Marketing Executive,42.0,Male,Bachelor's,Divorced,16,0,90936.68,3.2,No,3.0,4.0,4,0,5,No,0-1 yrs,0,0
EMP01133,Sales,Sales Executive,33.0,Female,PhD,Married,13,1,94124.56,13.0,No,4.0,4.0,4,0,0,Yes,0-1 yrs,1,0
EMP00955,Hr,HR Manager,21.0,Male,Master's,Single,0,0,58574.66,13.3,Yes,1.0,4.0,4,0,0,No,0-1 yrs,0,1
EMP01291,Marketing,Content Specialist,21.0,Male,Master's,Married,0,0,65230.14,11.2,Yes,2.0,2.0,3,0,5,Yes,0-1 yrs,1,1
EMP00226,Engineering,Software Engineer,36.0,Female,Bachelor's,Single,13,3,100496.03,38.2,Yes,3.0,3.0,3,1,5,No,2-3 yrs,0,1
EMP00667,Engineering,QA Engineer,21.0,Male,Bachelor's,Married,0,0,74999.18,9.2,No,1.0,4.0,3,0,2,No,0-1 yrs,0,0
EMP01376,Engineering,QA Engineer,27.0,Female,Bachelor's,Single,4,1,87251.91,1.9,No,1.0,4.0,3,0,3,Yes,0-1 yrs,1,0
EMP00272,Finance,Financial Analyst,24.0,Female,PhD,Divorced,0,0,83328.02,61.9,No,3.0,2.0,3,0,4,Yes,0-1 yrs,1,0
EMP01335,Finance,Finance Manager,38.0,Male,Bachelor's,Single,17,2,88372.22,3.8,No,1.0,2.0,3,0,3,No,2-3 yrs,0,0
EMP01479,Engineering,Senior Engineer,37.0,Male,Bachelor's,Married,14,0,106373.13,31.9,No,2.0,1.0,3,0,4,No,0-1 yrs,0,0
EMP00886,Engineering,Software Engineer,36.0,Female,Master's,Single,15,3,111152.19,13.8,Yes,4.0,1.0,3,0,5,Yes,2-3 yrs,1,1
EMP00443,Sales,Sales Executive,31.0,Female,Master's,Single,4,0,65909.8,0.5,No,3.0,1.0,3,0,1,No,0-1 yrs,0,0
EMP00739,Hr,HR Manager,35.0,Female,Master's,Divorced,17,11,86851.55,4.4,No,2.0,2.0,3,0,3,Yes,10+ yrs,1,0
EMP00743,Hr,HR Executive,23.0,Female,Master's,Divorced,0,0,57061.66,10.6,No,3.0,4.0,3,0,3,No,0-1 yrs,0,0
EMP00249,Engineering,QA Engineer,44.0,Male,Bachelor's,Married,13,13,97023.86,7.9,No,2.0,4.0,4,1,2,No,10+ yrs,0,0
EMP00826,Engineering,Engineering Manager,33.0,Male,Bachelor's,Single,11,11,93967.92,2.0,No,2.0,1.0,2,1,2,No,10+ yrs,0,0
EMP01262,Support,Support Lead,26.0,Male,Bachelor's,Married,5,1,53487.47,12.4,Yes,2.0,1.0,3,0,3,No,0-1 yrs,0,1
EMP00668,Support,Support Lead,21.0,Male,Bachelor's,Divorced,0,0,47828.73,9.3,Yes,1.0,4.0,4,1,0,Yes,0-1 yrs,1,1
EMP00306,Engineering,Senior Engineer,25.0,Male,Bachelor's,Divorced,3,2,73985.53,23.2,Yes,3.0,1.0,2,0,5,No,2-3 yrs,0,1
EMP01365,Sales,Sales Manager,26.0,Female,Bachelor's,Married,6,0,63454.58,8.9,Yes,2.0,3.0,3,1,3,Yes,0-1 yrs,1,1
EMP00852,Engineering,Software Engineer,42.0,Male,Bachelor's,Divorced,18,0,106991.71,0.4,No,2.0,4.0,4,0,5,No,0-1 yrs,0,0
EMP00377,Engineering,Senior Engineer,40.0,Female,Bachelor's,Divorced,16,14,107717.41,3.8,No,3.0,4.0,2,0,2,Yes,10+ yrs,1,0
EMP00302,Hr,Recruiter,26.0,Male,Bachelor's,Married,5,4,51375.78,11.1,No,3.0,2.0,2,1,2,No,4-6 yrs,0,0
EMP01422,Support,Support Lead,22.0,Female,Bachelor's,Single,4,4,54130.45,12.7,No,4.0,3.0,3,0,0,Yes,4-6 yrs,1,0
EMP00214,Support,Support Lead,22.0,Female,Bachelor's,Single,2,2,48064.6,0.3,No,3.0,4.0,3,1,0,No,2-3 yrs,0,0
EMP00579,Marketing,Marketing Executive,27.0,Female,Bachelor's,Married,9,9,68528.33,0.6,No,1.0,4.0,3,0,5,No,7-10 yrs,0,0
EMP00802,Support,Support Executive,33.0,Female,Bachelor's,Divorced,11,3,73123.42,26.2,No,3.0,3.0,1,0,1,Yes,2-3 yrs,1,0
EMP00363,Engineering,QA Engineer,40.0,Female,Bachelor's,Divorced,20,7,117339.14,4.6,No,3.0,2.0,3,0,0,No,7-10 yrs,0,0
EMP01212,Engineering,QA Engineer,26.0,Female,PhD,Divorced,3,3,93759.36,5.9,No,2.0,4.0,4,0,2,Yes,2-3 yrs,1,0
EMP01206,Sales,Sales Executive,43.0,Female,PhD,Divorced,18,5,100825.7,15.8,No,1.0,3.0,2,0,4,Yes,4-6 yrs,1,0
EMP00102,Hr,HR Manager,41.0,Male,Bachelor's,Single,18,5,78619.01,4.8,Yes,2.0,2.0,2,0,0,No,4-6 yrs,0,1
EMP00021,Support,Support Lead,23.0,Male,Bachelor's,Married,5,3,50121.15,5.3,Yes,2.0,2.0,3,1,2,No,2-3 yrs,0,1
EMP00023,Sales,Account Manager,40.0,Female,High School,Single,17,0,76477.03,1.3,Yes,2.0,2.0,3,1,3,No,0-1 yrs,0,1
EMP01014,Support,Support Executive,58.0,Female,Bachelor's,Divorced,40,2,125448.33,2.1,No,2.0,4.0,3,0,3,Yes,2-3 yrs,1,0
EMP00702,Marketing,Content Specialist,29.0,Male,Master's,Married,5,0,68904.51,0.4,Yes,1.0,3.0,3,1,3,Yes,0-1 yrs,1,1
EMP00899,Engineering,Engineering Manager,32.0,Female,Master's,Single,8,2,96024.88,10.6,No,3.0,4.0,3,1,5,No,2-3 yrs,0,0
EMP00237,Sales,Sales Manager,28.0,Male,Bachelor's,Single,4,0,55816.35,9.8,No,3.0,3.0,4,1,5,No,0-1 yrs,0,0
EMP00858,Engineering,Software Engineer,48.0,Male,Master's,Married,27,1,132919.19,16.1,No,4.0,4.0,3,1,2,No,0-1 yrs,0,0
EMP00832,Hr,HR Executive,44.0,Male,Bachelor's,Divorced,26,1,93309.21,1.9,Yes,4.0,3.0,3,0,4,Yes,0-1 yrs,1,1
EMP00804,Hr,HR Executive,30.0,Male,Master's,Married,11,1,87430.39,6.2,No,1.0,2.0,3,0,0,No,0-1 yrs,0,0
EMP00172,Sales,Sales Executive,42.0,Male,Bachelor's,Married,21,1,88143.73,4.1,No,4.0,2.0,3,1,2,Yes,0-1 yrs,1,0
EMP01469,Finance,Accountant,39.0,Male,Master's,Married,11,0,93118.5,0.2,No,4.0,1.0,3,1,4,No,0-1 yrs,0,0
EMP01264,Finance,Finance Manager,25.0,Female,Master's,Divorced,3,1,79359.97,4.7,No,1.0,1.0,3,0,1,No,0-1 yrs,0,0
EMP00505,Sales,Sales Manager,25.0,Male,Bachelor's,Married,1,1,56023.11,0.7,No,2.0,4.0,4,1,4,Yes,0-1 yrs,1,0
EMP00737,Engineering,Senior Engineer,21.0,Male,Bachelor's,Divorced,0,0,71692.1,0.8,No,3.0,4.0,4,0,1,No,0-1 yrs,0,0
EMP00566,Finance,Financial Analyst,36.0,Female,Master's,Divorced,16,6,87201.65,27.3,No,2.0,4.0,2,0,2,Yes,4-6 yrs,1,0
EMP01195,Sales,Account Manager,31.0,Female,Bachelor's,Divorced,11,0,73951.75,8.6,No,1.0,4.0,3,0,1,Yes,0-1 yrs,1,0
EMP01454,Marketing,Marketing Executive,21.0,Female,Master's,Single,0,0,71405.14,18.4,Yes,4.0,1.0,3,0,1,No,0-1 yrs,0,1
EMP00725,Marketing,Content Specialist,43.0,Female,Bachelor's,Single,25,8,101925.52,8.2,No,2.0,2.0,4,0,0,Yes,7-10 yrs,1,0
EMP00969,Hr,HR Executive,34.0,Female,Master's,Divorced,16,0,88124.96,10.1,No,2.0,4.0,3,0,2,Yes,0-1 yrs,1,0
EMP01198,Finance,Finance Manager,38.0,Male,Bachelor's,Married,20,4,105044.04,3.4,No,1.0,3.0,4,0,2,No,4-6 yrs,0,0
EMP00318,Sales,Account Manager,28.0,Male,Master's,Married,0,0,61284.94,19.3,No,4.0,1.0,3,1,2,Yes,0-1 yrs,1,0
EMP00641,Hr,Recruiter,32.0,Male,Master's,Married,8,5,70578.7,2.9,No,4.0,1.0,1,0,1,No,4-6 yrs,0,0
EMP00368,Finance,Finance Manager,39.0,Male,Bachelor's,Divorced,21,7,98878.39,3.6,No,1.0,2.0,3,0,2,Yes,7-10 yrs,1,0
EMP01495,Support,Support Executive,43.0,Male,Master's,Divorced,18,4,89357.71,19.9,Yes,4.0,2.0,3,0,4,No,4-6 yrs,0,1
EMP00713,Marketing,Content Specialist,34.0,Female,Master's,Married,15,0,97791.19,4.5,No,1.0,2.0,3,0,0,Yes,0-1 yrs,1,0
EMP00300,Finance,Financial Analyst,35.0,Male,Bachelor's,Single,8,1,76919.63,4.0,No,4.0,4.0,3,0,5,No,0-1 yrs,0,0
EMP01319,Engineering,QA Engineer,31.0,Male,Bachelor's,Single,2,2,72138.78,0.2,Yes,4.0,4.0,4,0,0,No,2-3 yrs,0,1
EMP00049,Engineering,Software Engineer,31.0,Male,Master's,Divorced,6,2,96821.45,7.3,Yes,4.0,1.0,3,1,0,Yes,2-3 yrs,1,1
EMP00561,Engineering,Engineering Manager,34.0,Female,Bachelor's,Married,15,2,101749.33,14.3,Yes,2.0,1.0,2,1,5,Yes,2-3 yrs,1,1
EMP00260,Marketing,Marketing Manager,35.0,Female,Bachelor's,Married,17,2,90354.6,0.7,Yes,3.0,3.0,2,0,2,No,2-3 yrs,0,1
EMP00148,Sales,Sales Executive,30.0,Male,Master's,Single,12,1,80989.63,4.2,No,4.0,4.0,4,0,0,No,0-1 yrs,0,0
EMP00135,Engineering,QA Engineer,39.0,Male,Master's,Married,19,0,123033.18,8.0,No,3.0,4.0,3,1,0,No,0-1 yrs,0,0
EMP01275,Finance,Financial Analyst,33.0,Female,Master's,Married,4,4,70207.14,8.5,No,4.0,3.0,3,0,2,No,4-6 yrs,0,0
EMP01357,Finance,Finance Manager,35.0,Female,Bachelor's,Married,9,0,77836.78,7.5,No,1.0,3.0,4,1,2,No,0-1 yrs,0,0
EMP00997,Hr,HR Executive,54.0,Female,Master's,Divorced,36,2,126397.7,0.9,Yes,3.0,2.0,1,1,2,No,2-3 yrs,0,1
EMP00379,Sales,Account Manager,30.0,Male,Bachelor's,Divorced,3,3,51991.01,7.8,No,1.0,2.0,3,0,4,No,2-3 yrs,0,0
EMP00613,Engineering,Engineering Manager,38.0,Female,Bachelor's,Divorced,14,4,94908.81,5.1,No,3.0,2.0,3,0,4,No,4-6 yrs,0,0
EMP00931,Engineering,Engineering Manager,37.0,Female,Bachelor's,Divorced,12,6,91541.95,2.3,Yes,3.0,3.0,3,0,0,No,4-6 yrs,0,1
EMP00194,Sales,Sales Manager,38.0,Female,Bachelor's,Divorced,13,3,78961.95,35.2,Yes,4.0,1.0,4,0,4,No,2-3 yrs,0,1
EMP00408,Support,Support Executive,41.0,Female,Bachelor's,Married,19,2,82436.06,3.7,No,4.0,1.0,2,1,1,No,2-3 yrs,0,0
EMP01309,Engineering,Senior Engineer,23.0,Female,High School,Single,0,0,59394.74,5.0,Yes,4.0,3.0,3,1,4,No,0-1 yrs,0,1
EMP00571,Engineering,Senior Engineer,32.0,Male,Master's,Married,9,0,107344.17,0.6,No,3.0,3.0,4,1,1,No,0-1 yrs,0,0
EMP00031,Sales,Sales Executive,47.0,Male,Bachelor's,Divorced,29,9,101310.26,4.7,No,2.0,3.0,4,0,3,No,7-10 yrs,0,0
EMP00004,Engineering,QA Engineer,38.0,Female,Bachelor's,Married,20,2,100183.22,33.2,No,4.0,2.0,3,0,2,No,2-3 yrs,0,0
EMP00137,Sales,Sales Manager,23.0,Male,Master's,Married,5,5,75598.41,1.7,No,2.0,1.0,1,0,3,No,4-6 yrs,0,0
EMP00822,Marketing,Content Specialist,46.0,Male,Bachelor's,Divorced,21,0,102399.74,5.3,No,4.0,2.0,1,1,3,Yes,0-1 yrs,1,0
EMP01307,Sales,Account Manager,40.0,Male,Bachelor's,Married,20,7,93271.52,1.2,Yes,3.0,2.0,3,0,5,No,7-10 yrs,0,1
EMP00393,Engineering,Software Engineer,50.0,Male,Bachelor's,Single,29,15,121903.46,10.9,No,2.0,2.0,3,0,5,Yes,10+ yrs,1,0
EMP00116,Support,Support Executive,45.0,Male,Master's,Divorced,15,6,82004.66,10.8,No,3.0,4.0,2,0,3,No,4-6 yrs,0,0
EMP00685,Engineering,Engineering Manager,38.0,Female,High School,Divorced,15,0,93326.72,32.3,No,2.0,4.0,4,0,0,No,0-1 yrs,0,0
EMP01352,Finance,Financial Analyst,32.0,Female,Master's,Divorced,5,1,83989.01,3.8,Yes,2.0,4.0,4,0,3,No,0-1 yrs,0,1
EMP01134,Finance,Finance Manager,45.0,Male,Bachelor's,Married,21,0,98019.81,2.1,No,1.0,2.0,3,1,1,No,0-1 yrs,0,0
EMP00811,Support,Support Lead,42.0,Male,Bachelor's,Married,15,7,76520.39,10.8,Yes,1.0,2.0,4,0,1,No,7-10 yrs,0,1
EMP01391,Support,Support Executive,39.0,Male,Master's,Divorced,17,0,84199.14,4.5,No,1.0,3.0,3,0,5,No,0-1 yrs,0,0
EMP00847,Sales,Sales Executive,40.0,Female,Bachelor's,Married,13,0,83212.97,19.8,Yes,3.0,1.0,4,1,4,Yes,0-1 yrs,1,1
EMP00078,Engineering,Engineering Manager,33.0,Female,Bachelor's,Married,12,10,91245.64,29.3,Yes,4.0,2.0,4,0,1,No,7-10 yrs,0,1
EMP00279,Sales,Sales Executive,23.0,Female,Bachelor's,Divorced,0,0,51208.23,0.5,Yes,4.0,1.0,3,0,4,No,0-1 yrs,0,1
EMP00978,Marketing,Marketing Executive,56.0,Male,Bachelor's,Divorced,28,1,106927.68,18.6,No,4.0,4.0,3,0,1,Yes,0-1 yrs,1,0
EMP00911,Marketing,Marketing Manager,33.0,Male,Bachelor's,Divorced,7,3,77929.7,1.9,No,2.0,3.0,3,1,3,No,2-3 yrs,0,0
EMP00717,Sales,Sales Manager,48.0,Female,Bachelor's,Divorced,29,18,98956.48,38.3,Yes,1.0,3.0,4,0,5,Yes,10+ yrs,1,1
EMP01346,Engineering,Marketing Manager,21.0,Male,High School,Single,0,0,53371.31,3.9,No,2.0,1.0,2,1,0,No,0-1 yrs,0,0
EMP00949,Marketing,Marketing Executive,32.0,Male,Bachelor's,Married,11,0,76340.93,4.6,No,1.0,2.0,2,0,3,No,0-1 yrs,0,0
EMP01031,Sales,Sales Manager,46.0,Male,Master's,Divorced,28,3,105828.9,11.6,No,2.0,3.0,3,0,5,No,2-3 yrs,0,0
EMP00890,Engineering,Engineering Manager,28.0,Male,Master's,Married,3,2,79916.0,6.1,No,3.0,1.0,3,1,1,Yes,2-3 yrs,1,0
EMP00881,Marketing,Content Specialist,21.0,Male,Master's,Single,3,3,73523.39,9.4,No,2.0,1.0,3,0,0,Yes,2-3 yrs,1,0
EMP00649,Engineering,Engineering Manager,37.0,Female,Bachelor's,Single,17,1,106286.72,1.0,No,3.0,2.0,4,1,4,No,0-1 yrs,0,0
EMP01190,Finance,Finance Manager,36.0,Female,PhD,Married,15,10,110900.09,5.8,No,2.0,4.0,4,0,0,No,7-10 yrs,0,0
EMP00082,Finance,Finance Manager,42.0,Female,Bachelor's,Married,17,4,95384.0,15.1,No,4.0,3.0,3,1,2,No,4-6 yrs,0,0
EMP00841,Marketing,Marketing Manager,21.0,Male,Master's,Single,0,0,69933.65,6.3,Yes,3.0,1.0,3,0,3,Yes,0-1 yrs,1,1
EMP00017,Sales,Sales Manager,48.0,Male,Master's,Divorced,14,2,81415.8,2.4,No,4.0,2.0,3,0,5,No,2-3 yrs,0,0
EMP00203,Sales,Account Manager,49.0,Female,Master's,Single,30,15,109294.54,23.3,No,3.0,3.0,4,0,5,No,10+ yrs,0,0
EMP01323,Marketing,Marketing Manager,41.0,Male,Bachelor's,Single,13,8,79488.44,3.1,No,2.0,4.0,3,0,5,No,7-10 yrs,0,0
EMP01483,Marketing,Marketing Manager,37.0,Female,Bachelor's,Divorced,14,1,78734.98,8.6,No,2.0,3.0,3,0,4,Yes,0-1 yrs,1,0
EMP00141,Engineering,QA Engineer,40.0,Male,Master's,Single,18,3,100516.19,2.1,No,4.0,2.0,4,1,4,No,2-3 yrs,0,0
EMP01171,Support,Support Lead,39.0,Male,Bachelor's,Divorced,16,7,73023.63,9.8,No,3.0,2.0,2,1,2,No,7-10 yrs,0,0
EMP00917,Sales,Sales Executive,29.0,Female,Bachelor's,Single,10,0,63927.32,1.8,No,1.0,4.0,3,0,5,Yes,0-1 yrs,1,0
EMP01465,Engineering,Engineering Manager,40.0,Male,PhD,Single,20,1,128699.76,0.2,No,2.0,4.0,4,0,2,No,0-1 yrs,0,0
EMP00833,Sales,Account Manager,27.0,Male,Bachelor's,Married,2,1,54111.95,7.3,No,2.0,2.0,4,1,2,No,0-1 yrs,0,0
EMP00548,Finance,Financial Analyst,41.0,Male,Bachelor's,Divorced,15,10,96265.13,15.5,Yes,2.0,3.0,3,0,0,No,7-10 yrs,0,1
EMP00924,Engineering,QA Engineer,30.0,Female,Bachelor's,Married,11,4,91980.39,12.1,No,4.0,2.0,3,0,4,Yes,4-6 yrs,1,0
EMP00671,Support,Support Lead,40.0,Female,Bachelor's,Divorced,22,1,87658.65,0.7,No,3.0,1.0,3,0,1,No,0-1 yrs,0,0
EMP00163,Engineering,Engineering Manager,37.0,Male,Master's,Divorced,13,0,101553.99,9.5,Yes,3.0,2.0,2,0,1,Yes,0-1 yrs,1,1
EMP00114,Engineering,Senior Engineer,24.0,Female,PhD,Single,0,0,96327.16,9.7,No,4.0,3.0,3,0,4,No,0-1 yrs,0,0
EMP00755,Sales,Sales Manager,45.0,Female,Bachelor's,Single,18,0,87814.39,1.0,No,3.0,3.0,3,0,1,No,0-1 yrs,0,0
EMP00076,Hr,HR Manager,44.0,Female,High School,Divorced,25,6,87445.52,5.9,No,1.0,4.0,3,1,4,No,4-6 yrs,0,0
EMP00208,Sales,Account Manager,34.0,Male,Master's,Single,16,5,89709.3,7.7,No,3.0,3.0,3,0,3,Yes,4-6 yrs,1,0
EMP00859,Engineering,Engineering Manager,30.0,Female,Master's,Married,0,0,73749.79,2.4,Yes,4.0,3.0,3,0,1,No,0-1 yrs,0,1
EMP00523,Sales,Account Manager,23.0,Male,Bachelor's,Single,0,0,54540.56,2.5,No,3.0,1.0,3,0,2,No,0-1 yrs,0,0
EMP01272,Finance,Accountant,27.0,Male,Master's,Married,2,2,83559.65,0.4,No,2.0,4.0,2,0,4,No,2-3 yrs,0,0
EMP01374,Sales,Sales Manager,40.0,Female,Master's,Single,21,1,98624.63,6.9,No,3.0,4.0,4,1,5,No,0-1 yrs,0,0
EMP01290,Support,Support Executive,25.0,Female,Bachelor's,Divorced,7,2,52871.24,5.3,No,2.0,1.0,3,1,2,No,2-3 yrs,0,0
EMP00455,Engineering,Engineering Manager,26.0,Female,Bachelor's,Married,2,0,71572.89,26.7,Yes,4.0,2.0,3,1,3,Yes,0-1 yrs,1,1
EMP00431,Engineering,Engineering Manager,31.0,Male,Master's,Divorced,7,0,83928.93,7.3,No,4.0,1.0,3,0,5,No,0-1 yrs,0,0
EMP00477,Engineering,QA Engineer,38.0,Female,PhD,Single,17,6,130942.17,0.4,Yes,2.0,4.0,1,0,4,Yes,4-6 yrs,1,1
EMP00984,Support,Support Executive,37.0,Male,Master's,Married,18,0,91795.39,1.9,No,4.0,1.0,3,0,1,No,0-1 yrs,0,0
EMP00577,Engineering,QA Engineer,48.0,Male,Bachelor's,Divorced,30,0,120312.97,8.5,Yes,1.0,2.0,3,1,1,No,0-1 yrs,0,1
EMP00708,Engineering,Senior Engineer,31.0,Male,Bachelor's,Single,12,0,98147.07,5.4,No,3.0,2.0,2,0,5,No,0-1 yrs,0,0
EMP00006,Support,Support Executive,27.0,Female,High School,Single,9,3,53547.55,0.7,Yes,3.0,2.0,3,1,5,No,2-3 yrs,0,1
EMP01167,Support,Support Lead,44.0,Male,Bachelor's,Single,18,3,76459.78,1.6,No,2.0,2.0,3,1,2,No,2-3 yrs,0,0
EMP00421,Support,Support Executive,27.0,Female,Master's,Married,6,1,69726.72,9.1,No,4.0,1.0,3,1,2,Yes,0-1 yrs,1,0
EMP01220,Finance,Finance Manager,21.0,Female,Master's,Single,3,1,66735.22,3.7,No,4.0,3.0,3,1,1,Yes,0-1 yrs,1,0
EMP00370,Engineering,QA Engineer,43.0,Male,Bachelor's,Divorced,17,0,102556.15,4.0,Yes,2.0,4.0,3,0,0,No,0-1 yrs,0,1
EMP00273,Finance,Accountant,35.0,Male,PhD,Married,13,0,121039.68,13.6,No,3.0,2.0,3,0,3,Yes,0-1 yrs,1,0
EMP00276,Sales,Account Manager,57.0,Male,High School,Divorced,28,2,96718.61,0.7,No,3.0,1.0,3,0,1,No,2-3 yrs,0,0
EMP00270,Finance,Financial Analyst,42.0,Male,Master's,Married,18,2,94857.1,19.9,Yes,3.0,1.0,3,1,5,Yes,2-3 yrs,1,1
EMP00354,Sales,Sales Manager,42.0,Female,Bachelor's,Married,24,0,99471.14,16.7,No,4.0,2.0,3,0,4,No,0-1 yrs,0,0
EMP00326,Marketing,Content Specialist,42.0,Male,PhD,Married,21,4,119550.92,31.9,No,4.0,1.0,3,1,5,No,4-6 yrs,0,0
EMP01499,Sales,Sales Executive,28.0,Male,Bachelor's,Divorced,9,2,67437.38,19.9,Yes,4.0,3.0,3,1,5,No,2-3 yrs,0,1
EMP00071,Engineering,Senior Engineer,31.0,Male,Bachelor's,Married,8,3,78181.2,4.4,No,1.0,1.0,2,0,3,No,2-3 yrs,0,0
EMP00467,Hr,Recruiter,49.0,Male,Bachelor's,Married,28,3,104886.95,6.0,Yes,3.0,4.0,3,0,2,No,2-3 yrs,0,1
EMP00047,Engineering,Engineering Manager,22.0,Male,Bachelor's,Divorced,0,0,78275.61,9.4,Yes,1.0,2.0,3,1,2,Yes,0-1 yrs,1,1
